livro	capitulo	versiculo	linha_txt	titulo_ara	referencias
GAL	6	1	348516	O auxílio mútuo e a responsabilidade pessoal	
GAL	6	12	348639	Paulo gloria-se na cruz de Cristo	
GAL	6	18	348699	A bênção	
GEN	1	1	369	A criação dos céus e da terra e de tudo o que neles há	
GEN	2	4	709	A formação do homem	
GEN	2	18	846	A formação da mulher	
GEN	3	1	955	A queda do homem	
GEN	4	1	1206	Abel e Caim	
GEN	4	8	1293	O primeiro homicídio	
GEN	4	17	1367	Descendentes de Caim	
GEN	4	1	1482	Descendentes de Adão	
GEN	6	1	1782	A corrupção do gênero humano	
GEN	6	11	1878	Deus anuncia o dilúvio	
GEN	7	1	2023	Noé e sua família entram na arca	
GEN	7	17	2198	O dilúvio	
GEN	8	1	2315	Diminuem as águas do dilúvio	
GEN	8	13	2462	Noé e sua família saem da arca	
GEN	8	20	2522	Noé levanta um altar	
GEN	9	1	2591	A aliança de Deus com Noé	
GEN	9	20	2800	Noé pronuncia bênção e maldição	
GEN	10	1	2913	Descendentes dos filhos de Noé	
GEN	11	1	3188	A torre de Babel	
GEN	11	1	3291	Descendentes de Sem	
GEN	12	1	3466	Deus chama Abrão e lhe faz promessas	
GEN	12	10	3577	Abrão no Egito	
GEN	13	1	3675	Abrão e Ló separam-se	
GEN	13	14	3820	O SENHOR promete a Abrão a terra de Canaã	
GEN	14	1	3893	Guerra de quatro reis contra cinco	
GEN	14	12	3999	Ló é levado cativo	
GEN	14	18	4104	Melquisedeque abençoa a Abrão	
GEN	15	1	4164	Deus anima a Abrão e lhe promete um filho	
GEN	16	1	4400	Sarai e Agar	
GEN	16	15	4565	Nascimento de Ismael	
GEN	17	1	4585	Deus muda o nome de Abrão	
GEN	17	9	4649	Institui-se a circuncisão	
GEN	17	15	4738	Deus muda o nome de Sarai	
GEN	17	23	4818	Pratica-se a circuncisão	
GEN	18	1	4905	O SENHOR e dois anjos aparecem a Abraão	
GEN	18	16	5072	Deus anuncia a destruição de Sodoma e Gomorra	
GEN	19	1	5303	Ló recebe em sua casa os dois anjos	
GEN	19	30	5657	A origem dos moabitas e dos amonitas	
GEN	20	1	5784	Abraão e Sara peregrinam em Gerar	
GEN	21	1	5981	O nascimento de Isaque	
GEN	21	8	6058	Agar no deserto	
GEN	21	22	6217	Abraão faz aliança com Abimeleque	
GEN	22	1	6315	Deus prova Abraão	
GEN	22	20	6551	Descendência de Naor	
GEN	23	1	6593	A morte de Sara	
GEN	24	1	6818	Isaque	
GEN	24	15	6983	O encontro de Rebeca	
GEN	24	52	7406	O casamento de Isaque e Rebeca	
GEN	25	1	7573	Descendentes de Abraão e Quetura	
GEN	25	7	7613	A morte de Abraão	
GEN	25	1	7682	Descendentes de Ismael	
GEN	25	19	7740	Descendentes de Isaque	
GEN	26	1	7919	Isaque na terra dos filisteus	
GEN	26	26	8211	Isaque faz aliança com Abimeleque	
GEN	27	1	8309	Isaque abençoa a Jacó e a Esaú	
GEN	28	1	8853	A fuga de Jacó	
GEN	28	10	8935	A visão da escada	
GEN	28	18	9030	A coluna de Betel	
GEN	29	1	9074	Jacó encontra-se com Raquel	
GEN	29	21	9324	Lia e Raquel	
GEN	29	31	9404	Os filhos de Jacó	
GEN	30	27	9748	Labão faz novo pacto com Jacó	
GEN	30	37	9887	Jacó se enriquece	
GEN	31	1	9965	Jacó retorna à terra de seus pais	
GEN	31	24	10237	Labão segue no encalço de Jacó	
GEN	31	43	10468	A aliança entre Labão e Jacó	
GEN	32	3	10645	Jacó reconcilia-se com Esaú	
GEN	33	1	10963	O encontro de Esaú e Jacó	
GEN	33	18	11187	Jacó chega a Siquém	
GEN	34	1	11219	Diná e os siquemitas	
GEN	34	25	11482	A traição de Simeão e Levi	
GEN	35	1	11613	Jacó erige um altar em Betel	
GEN	35	16	11784	O nascimento de Benjamim e a morte de Raquel	
GEN	35	1	11875	Descendentes de Jacó	
GEN	36	1	11945	Os descendentes de Esaú	
GEN	36	1	12136	Descendentes de Seir	
GEN	36	1	12253	Reis e príncipes de Edom	
GEN	37	1	12382	José vendido pelos irmãos	
GEN	38	1	12758	Judá e Tamar	
GEN	39	1	13122	José na casa de Potifar	
GEN	40	1	13412	José na prisão interpreta dois sonhos	
GEN	40	9	13484	O sonho do copeiro-chefe	
GEN	40	16	13575	O sonho do padeiro-chefe	
GEN	41	1	13645	José interpreta os sonhos de Faraó	
GEN	41	37	14012	José como governador do Egito	
GEN	42	1	14249	Os irmãos de José descem ao Egito	
GEN	42	25	14529	Os irmãos de José regressam do Egito	
GEN	43	1	14704	Os irmãos de José descem outra vez ao Egito	
GEN	43	15	14869	José hospeda seus irmãos	
GEN	44	1	15100	Estratagema de José para deter seus irmãos	
GEN	44	14	15257	A defesa de Judá	
GEN	45	1	15523	José dá-se a conhecer a seus irmãos	
GEN	46	1	15861	Jacó e toda a sua família descem para o Egito	
GEN	46	28	16102	O encontro de José com seu pai	
GEN	47	1	16211	Israel é apresentado a Faraó	
GEN	47	13	16380	José compra toda a terra do Egito para Faraó	
GEN	48	1	16666	Jacó adoece	
GEN	48	11	16760	Jacó abençoa José e os filhos deste	
GEN	49	1	16937	Bênçãos proféticas de Jacó	
GEN	50	15	17470	A magnanimidade de José para com seus irmãos	
GEN	50	23	17569	A morte de José	
HAB	1	1	273360	A iniquidade de Judá	
HAB	1	5	273400	Judá será castigado pelos caldeus	
HAB	1	13	273472	A intercessão do profeta	
HAB	2	1	273567	A resposta do Senhor	
HAB	2	6	273627	Cinco ais sobre os caldeus	
HAB	3	1	273808	A oração de Habacuque	
HAG	1	1	274866	Ageu exorta o povo a reedificar o templo	
HAG	1	12	274970	O povo atende ao Senhor	
HAG	2	1	275051	A glória do segundo templo	
HAG	2	10	275143	Repreendida a infidelidade do povo	
HAG	2	20	275292	A promessa do Senhor a Zorobabel	
HEB	1	1	357764	A revelação de Deus	
HEB	2	1	357935	O perigo da negligência	
HEB	4	1	358361	A entrada no descanso de Deus pela fé	
HEB	5	11	358687	Os cristãos hebreus não tinham progredido	
HEB	6	1	358760	Exortação ao progresso na fé	
HEB	6	4	358784	Os perigos espirituais	
HEB	6	13	358909	A imutabilidade da promessa de Deus	
HEB	7	1	358983	Melquisedeque, tipo de Cristo	
HEB	7	20	359235	Cristo, sacerdote único e perfeito	
HEB	9	11	359669	O sacrifício de Cristo não se repete, é perfeito e eficaz	
HEB	10	26	360198	O castigo do pecado voluntário	
HEB	11	1	360361	A natureza da fé	
HEB	12	14	360989	A exortação à paz e à pureza	
HEB	12	18	361037	O contraste entre Sinai e Sião	
HEB	13	1	361202	Os deveres sociais	
HEB	13	7	361287	Os deveres espirituais	
HEB	13	18	361393	Algumas recomendações pessoais	
ISA	1	1	206158	A nação pecaminosa	
ISA	1	10	206248	Condenado o culto hipócrita	
ISA	1	18	206363	O convite da graça	
ISA	2	1	206538	A glória futura do Israel espiritual	Miqueias 4.1-5
ISA	2	6	206596	Abatido o orgulho dos homens	
ISA	3	1	206794	Julgamento de Judá e de Jerusalém	
ISA	3	16	206924	Julgamento das filhas de Sião	
ISA	4	2	207061	O reinado do Renovo do Senhor	
ISA	5	1	207158	A parábola da vinha má	
ISA	5	8	207238	Ais contra os perversos	
ISA	6	1	207520	A visão de Isaías e o seu chamamento	
ISA	7	1	207677	Profecia contra Israel e a Síria	
ISA	7	10	207796	A promessa a respeito de Emanuel	
ISA	7	17	207852	Males sobre Jerusalém	
ISA	8	1	207977	A invasão dos assírios	
ISA	8	9	208039	O Senhor é a nossa esperança	
ISA	9	1	208244	O nascimento e o reino do Príncipe da Paz	
ISA	9	8	208367	Profecia contra o reino de Israel	
ISA	10	5	208572	Profecia contra a Assíria	
ISA	11	1	208940	O reinado pacífico do rebento de Jessé	
ISA	11	11	209061	A nova glória de Israel	
ISA	12	1	209162	Canto de louvor pela restauração de Israel	
ISA	13	1	209216	Profecia contra a Babilônia	
ISA	14	24	209753	Profecia contra os assírios	
ISA	14	28	209826	Profecia contra os filisteus	
ISA	15	1	209880	Profecia contra Moabe	
ISA	17	1	210200	Profecia contra Damasco e Efraim	
ISA	18	1	210369	Profecia contra a Etiópia	
ISA	19	1	210494	Profecia contra o Egito	
ISA	21	1	210852	Profecia contra a Babilônia	
ISA	21	11	210981	Profecia contra Dumá	
ISA	21	13	211007	Profecia contra a Arábia	
ISA	22	1	211061	Profecia contra Jerusalém	
ISA	22	15	211238	Sebna é degradado. Eliaquim é exaltado	
ISA	23	1	211387	Profecia contra Tiro	
ISA	24	14	211739	A alegria dos justos	
ISA	24	17	211765	A ruína dos transgressores	
ISA	25	1	211870	Cântico de louvor pela misericórdia divina	
ISA	26	1	212013	Cântico de confiança na proteção divina	
ISA	27	1	212226	Deus ama ao seu povo e o salva	
ISA	28	1	212405	Será castigada a impenitência de Efraim	
ISA	28	7	212504	Contra os habitantes de Jerusalém	
ISA	28	23	212727	Deus é grande em sabedoria	
ISA	29	1	212826	Jerusalém e seus inimigos	
ISA	29	17	213039	A redenção de Israel	
ISA	30	1	213170	Contra a aliança com o Egito	
ISA	30	18	213363	Promessas consoladoras para Sião	
ISA	30	27	213498	O julgamento da Assíria	
ISA	31	1	213590	O Egito é homem e não deus	
ISA	32	1	213731	O reinado do justo Rei	
ISA	33	1	213983	A aflição e o livramento de Jerusalém	
ISA	34	1	214254	A indignação de Deus contra as nações	
ISA	35	1	214496	A felicidade na Sião futura	
ISA	36	2	214586	Senaqueribe invade Judá	
ISA	37	2	214892	Ezequias consulta a Isaías	
ISA	37	2	215013	A carta do rei da Assíria	
ISA	37	2	215073	A oração de Ezequias	
ISA	37	2	215160	O profeta conforta a Ezequias	
ISA	38	2	215383	A doença de Ezequias e a sua cura maravilhosa	
ISA	38	9	215480	Cântico de Ezequias	
ISA	39	2	215651	A embaixada da Babilônia	
ISA	40	1	215780	O Senhor vem	
ISA	40	12	215868	A majestade do Senhor	
ISA	41	1	216110	Deus suscita o Redentor	
ISA	41	21	216321	O Senhor prova a sua grandeza	
ISA	42	1	216450	O Servo do Senhor	
ISA	42	18	216655	Lamento sobre a cegueira de Israel	
ISA	43	1	216770	Só Deus resgata Israel	
ISA	43	14	216915	Libertação do jugo da Babilônia	
ISA	43	22	216993	A misericórdia do Senhor	
ISA	44	1	217094	O Senhor é o único Deus	
ISA	44	9	217190	A loucura da idolatria	
ISA	44	21	217385	A promessa de livramento	
ISA	45	1	217516	Ciro, o libertador de Israel	
ISA	45	8	217633	O Senhor é o Criador	
ISA	45	19	217808	O Senhor e os ídolos	
ISA	46	1	217892	A queda dos ídolos da Babilônia	
ISA	47	1	218065	A queda de Babilônia	
ISA	48	1	218313	Repreendida a infidelidade de Israel	
ISA	49	1	218562	O Servo do Senhor é a luz dos gentios	
ISA	49	8	218663	Prometida a restauração de Israel	
ISA	50	1	218904	O Servo do Senhor, ultrajado mas fiel	
ISA	51	1	219075	Palavra de conforto para Sião	
ISA	52	13	219540	O sofrimento vicário do Servo do Senhor	
ISA	54	1	219749	O futuro glorioso de Sião	
ISA	55	1	219993	Graça oferecida gratuitamente a todos	
ISA	56	1	220150	A vocação dos gentios	
ISA	56	9	220269	Ai dos guias cegos de Israel!	
ISA	57	1	220321	Condenada a idolatria de Israel	
ISA	57	14	220500	Mensagem de paz para os arrependidos	
ISA	58	1	220580	Observância devida do jejum	
ISA	59	1	220834	Confissão da maldade nacional	
ISA	60	1	221093	A glória da nova Jerusalém	
ISA	61	1	221395	As boas-novas da salvação	
ISA	62	1	221550	Jerusalém, a noiva do Senhor	
ISA	63	1	221707	Deus vinga o seu povo	
ISA	63	7	221804	A última oração do profeta	
ISA	65	1	222152	A resposta de Deus: rejeitados os rebeldes	
ISA	65	17	222351	Novos céus e nova terra	
ISA	66	10	222572	A felicidade eterna de Sião	
JAS	1	1	361541	Prefácio e saudação	
JAS	1	2	361551	Os benefícios das provações	
JAS	1	5	361577	Como obter a sabedoria	
JAS	1	12	361649	A origem do pecado	
JAS	1	16	361720	A origem do bem	
JAS	1	19	361744	A prática da palavra de Deus	
JAS	2	1	361820	Não se deve fazer acepção de pessoas	
JAS	2	14	361983	A fé sem obras é morta	
JAS	3	1	362118	Os pecados da língua e o dever de refreá-la	
JAS	3	13	362279	A sabedoria lá do alto	
JAS	4	1	362368	A origem das contendas	
JAS	4	11	362456	A maledicência é condenada	
JAS	4	13	362478	A falibilidade dos projetos humanos	
JAS	5	7	362605	A necessidade, bênçãos e exemplo da paciência	
JER	1	1	222839	A vocação de Jeremias	
JER	1	11	222933	A visão da vara de amendoeira	
JER	1	13	222949	A visão da panela ao fogo	
JER	2	1	223048	O amor de Deus e a rebeldia do povo	
JER	2	9	223175	Perfídia sem exemplo	
JER	2	20	223285	Israel adorou a Baal	
JER	3	14	223758	O povo exortado a arrepender-se	
JER	4	5	223953	Vem do Norte o mal	
JER	5	1	224285	Os pecados de Jerusalém e de Judá	
JER	6	1	224700	Jerusalém será sitiada	
JER	6	22	224947	O inimigo do Norte	
JER	6	27	225034	O trabalho inútil de Jeremias	
JER	7	1	225076	O templo não protege a nação iníqua	
JER	7	29	225418	Judá rejeitado por Deus	
JER	8	4	225567	O castigo é inevitável	
JER	9	7	225903	Ameaças de ruína e exílio	
JER	10	1	226185	Contraste entre o Senhor e os ídolos	
JER	10	17	226376	Lamento sobre a desolação de Judá	
JER	11	1	226491	A aliança é violada	
JER	11	18	226710	Conspiração contra Jeremias	
JER	12	1	226799	A queixa de Jeremias	
JER	12	5	226853	A resposta de Deus	
JER	12	14	226982	As finalidades do castigo de Deus	
JER	13	1	227040	O cinto de linho	
JER	13	12	227173	O jarro quebrado	
JER	13	15	227207	Apelo e ameaças finais	
JER	14	1	227378	Grande seca em Judá	
JER	14	19	227642	Jeremias	
JER	15	10	227825	O Senhor conforta ao seu profeta	
JER	16	1	227982	A vida solitária do profeta, figura do povo	
JER	17	1	228248	O pecado engana e destrói	
JER	17	19	228455	A santificação do sábado	
JER	18	1	228604	O vaso do oleiro	
JER	18	18	228781	O profeta ora contra seus inimigos	
JER	19	1	228886	A botija quebrada	
JER	20	7	229175	O lamento do profeta	
JER	21	1	229344	Nabucodonosor	
JER	22	1	229556	Profecia contra a casa real de Judá	
JER	22	10	229644	Contra Salum, rei de Judá	
JER	22	13	229676	Contra Jeoaquim, rei de Judá	
JER	22	24	229833	Contra Jeconias, rei de Judá	
JER	23	1	229940	Profecia contra os maus pastores	
JER	23	5	229978	Profecia sobre o Renovo de Davi	Jeremias 33.14-16
JER	23	9	230053	Contra os falsos profetas	
JER	24	1	230475	A visão dos dois cestos de figos	
JER	25	1	230626	Setenta anos de cativeiro	
JER	25	15	230799	O cálice da ira de Deus contra as nações	
JER	26	1	231079	Jeremias ameaçado de morte	
JER	26	20	231312	A execução do profeta Urias	
JER	27	1	231393	Os canzis simbólicos	
JER	28	1	231717	A luta de Jeremias com o falso profeta Hananias	
JER	29	1	231924	A carta de Jeremias aos cativos da Babilônia	
JER	30	1	232371	Deus promete trazer do cativeiro o seu povo	
JER	31	1	232634	Lamento transformado em júbilo	
JER	31	31	233013	Firmada nova aliança com Israel	
JER	32	1	233129	Jeremias compra um campo em Anatote	
JER	32	26	233443	A resposta de Deus	
JER	33	1	233691	Promessas de paz e prosperidade	
JER	34	1	234083	Prediz-se a sorte de Zedequias	
JER	34	8	234192	As ameaças de Deus por causa da escravatura	
JER	35	1	234425	A fidelidade dos recabitas	
JER	36	1	234717	O rolo de Jeremias é lido no templo	
JER	36	11	234872	O rolo é lido diante dos príncipes	
JER	36	20	234952	O rei lança o rolo no fogo	
JER	36	27	235063	Baruque reescreve o rolo	
JER	37	1	235145	Jeremias na prisão	
JER	38	1	235415	O etíope Ebede-Meleque salva Jeremias da cisterna	
JER	38	14	235580	Zedequias consulta o profeta	
JER	39	2	235769	Nabucodonosor toma Jerusalém	
JER	39	11	235912	Nabucodonosor cuida de Jeremias	
JER	40	13	236266	Ismael conspira contra Gedalias	
JER	41	11	236457	Joanã livra os cativos	
JER	43	8	236976	Nabucodonosor	
JER	44	15	237268	Jeremias é contraditado	
JER	44	20	237375	Jeremias prediz castigo	
JER	45	1	237590	A mensagem de Jeremias a Baruque	
JER	46	1	237640	Profecia a respeito do Egito	
JER	47	1	238012	Profecia a respeito dos filisteus	
JER	48	1	238123	Profecia a respeito de Moabe	
JER	49	1	238676	Profecia a respeito dos amonitas	
JER	49	7	238767	Profecia a respeito dos edomitas	
JER	49	14	238839	Os pecados e o castigo de Edom	
JER	49	23	238986	Profecia a respeito de Damasco	
JER	49	28	239032	Profecia a respeito da Arábia	
JER	49	34	239127	Profecia a respeito dos elamitas	
JER	50	1	239181	Profecia a respeito da Babilônia	
JER	51	1	239845	O poder e a queda da Babilônia	
JER	52	2	240658	A queda de Jerusalém e o cativeiro de Judá	
JER	52	2	241042	Libertado e honrado o rei Joaquim	
JHN	1	1	312304	A encarnação do Verbo	
JHN	1	15	312410	O testemunho de João Batista	
JHN	1	19	312473	João Batista repete o seu testemunho	Mateus 3.1-12; Marcos 1.2-8; Lucas 3.1-18
JHN	1	29	312547	João Batista torna a repetir o seu testemunho	
JHN	1	32	312577	O batismo de Jesus	Mateus 3.13-17; Marcos 1.9-11; Lucas 3.21-22
JHN	1	35	312648	Dois discípulos de João Batista seguem Jesus	(Mt 4.18-22; Mc 1.16-20; Lc 5.1-11)
JHN	1	43	312724	Filipe e Natanael	
JHN	2	1	312839	As bodas em Caná da Galileia	
JHN	2	13	312943	Jesus purifica o templo	
JHN	2	23	313060	Muitos creem em Jesus	
JHN	3	1	313090	Nicodemos visita a Jesus	
JHN	3	16	313229	A missão do Filho	
JHN	3	22	313316	Outro testemunho de João Batista	
JHN	3	31	313396	O Filho em relação ao mundo	
JHN	4	1	313479	A mulher de Samaria	
JHN	4	19	313652	A verdadeira adoração	
JHN	4	31	313754	A ceifa e os ceifeiros	
JHN	4	39	313849	Muitos samaritanos creem em Jesus	
JHN	4	43	313885	Jesus volta à Galileia	
JHN	4	46	313907	A cura do filho de um oficial do rei	
JHN	5	1	314008	A cura de um paralítico	
JHN	5	19	314193	Jesus explica a sua missão	
JHN	6	1	314505	A multiplicação de pães e peixes	Mateus 14.13-21; Marcos 6.30-44; Lucas 9.10-17                                    (Mt 14.13-21; Mc 6.30-44; Lc 9.10-17)
JHN	6	16	314666	Jesus anda por sobre o mar	Mateus 14.22-33; Marcos 6.45-52                                                   (Mt 14.22-36; Mc 6.45-56)
JHN	6	22	314722	Jesus, o pão da vida	
JHN	6	41	314942	A murmuração dos judeus	
JHN	6	60	315121	Os discípulos escandalizados	
JHN	6	66	315173	Muitos discípulos se retiram	
JHN	7	1	315254	A incredulidade dos irmãos de Jesus	
JHN	7	10	315326	Jesus na Festa dos Tabernáculos	
JHN	7	14	315358	A controvérsia entre Jesus e os judeus	
JHN	7	25	315473	Os guardas mandados para prender Jesus	
JHN	7	37	315624	Jesus, a fonte da água viva	
JHN	7	45	315694	Os guardas voltam sem Jesus	
JHN	8	1	315785	A mulher adúltera	
JHN	8	12	315914	Jesus, a luz do mundo	
JHN	9	1	316427	A cura de um cego de nascença	
JHN	9	13	316525	Os fariseus interrogam o cego	
JHN	9	35	316765	Jesus revela-se ao cego	
JHN	10	1	316823	Jesus, o bom pastor	
JHN	10	19	317000	Nova dissensão entre os judeus	
JHN	10	22	317055	A Festa da Dedicação. Jesus é interrogado	
JHN	11	1	317246	A ressurreição de Lázaro	
JHN	11	47	317656	O plano para tirar a vida de Jesus	
JHN	12	1	317807	Jesus ungido por Maria em Betânia	Mateus 26.6-13; Marcos 14.3-9                                                   (Mt 26.6-13; Mc 14.3-9)
JHN	12	9	317906	O plano para tirar a vida de Lázaro	
JHN	12	12	317932	A entrada triunfal de Jesus em Jerusalém	Mateus 21.1-11; Marcos 11.1-11; Lucas 19.28-40                                       (Mt 21.1-11; Mc 11.1-11; Lc 19.28-40)
JHN	12	20	318033	Alguns gregos desejam ver Jesus	
JHN	12	37	318194	A explicação da incredulidade dos judeus	
JHN	12	44	318246	O resumo do ensino de Jesus	
JHN	13	1	318339	Jesus lava os pés aos discípulos	
JHN	13	12	318433	Uma lição de humildade	
JHN	13	21	318546	O traidor indicado	
JHN	13	31	318640	O novo mandamento	(Mt 26.31-35; Mc 14.27-31; Lc 22.31-34)
JHN	13	36	318715	Pedro é avisado	Mateus 26.31-35; Marcos 14.27-31; Lucas 22.31-34
JHN	14	1	318749	Jesus conforta os discípulos	
JHN	14	16	318918	Jesus promete outro Consolador	
JHN	15	1	319077	A videira e os ramos	
JHN	16	1	319369	A missão do Consolador	
JHN	16	25	319622	Palavras de despedida	
JHN	17	1	319731	A oração sacerdotal de Jesus	
JHN	18	1	320025	Jesus no Getsêmani	Mateus 26.47-56; Marcos 14.43-50; Lucas 22.47-53                                   (Mt 26.47-56; Mc 14.43-50; Lc 22.47-53)
JHN	18	12	320160	Jesus perante Anás	
JHN	18	15	320186	Pedro nega a Jesus	Mateus 26.69-75; Marcos 14.66-72; Lucas 22.55-62                                    (Mt 26.69,70; Mc 14.66-68; Lc 22.54-57)
JHN	18	19	320238	Anás interroga a Jesus	
JHN	18	25	320282	De novo, Pedro nega a Jesus	(Mt 26.71-75; Mc 14.69-72; Lc 22.58-62)
JHN	18	28	320343	Jesus perante Pilatos	Mateus 27.1-2; Marcos 15.1; Lucas 23.1
JHN	18	33	320391	Pilatos interroga a Jesus	Mateus 27.11-26; Marcos 15.1-15; Lucas 23.1-7,13-25
JHN	19	17	320679	A crucificação	Mateus 27.33-44; Marcos 15.22-32; Lucas 23.33-43                                  (Mt 27.32-44; Mc 15.21-32; Lc 23.26-43)
JHN	19	23	320739	Os soldados deitam sortes	
JHN	19	28	320822	A morte de Jesus	Mateus 27.45-56; Marcos 15.33-41; Lucas 23.44-49                                  (Mt 27.45-56; Mc 15.33-41; Lc 23.44-49)
JHN	19	38	320934	O sepultamento de Jesus	Mateus 27.57-61; Marcos 15.42-47; Lucas 23.50-56                                  (Mt 27.57-61; Mc 15.42-47; Lc 23.50-56)
JHN	20	1	321033	A ressurreição de Jesus	Mateus 28.1-10; Marcos 16.1-8; Lucas 24.1-12                                         (Mt 28.1-10; Mc 16.1-8; Lc 24.1-12)
JHN	20	11	321127	Jesus aparece a Maria Madalena	Marcos 16.9-11
JHN	20	19	321238	Jesus aparece aos discípulos	Lucas 24.36-43                                                                (Lc 24.36-49)
JHN	20	24	321290	A incredulidade de Tomé	
JHN	20	30	321381	O objetivo deste Evangelho	
JHN	21	1	321409	Jesus aparece a sete discípulos	
JHN	21	15	321562	Pedro é interrogado	
JHN	21	24	321703	O testemunho de João	
JOB	1	1	160828	A virtude e riqueza de Jó	
JOB	1	13	160936	As aflições e a paciência de Jó	
JOB	3	1	161254	Jó amaldiçoa o seu nascimento	
JOB	4	1	161488	Elifaz repreende a Jó	
JOB	6	1	161872	Jó justifica as suas queixas	
JOB	7	1	162136	Jó contende com Deus	
JOB	8	1	162327	Bildade afirma a justiça de Deus	
JOB	9	1	162545	Jó é incapaz de responder a Deus	
JOB	11	1	163044	Zofar acusa a Jó de iniquidade	
JOB	12	1	163211	Jó se defende das acusações de seus amigos	
JOB	13	1	163414	Jó defende a sua integridade	
JOB	15	1	163853	Elifaz acusa a Jó de impiedade	
JOB	16	1	164147	Jó se queixa do trato de Deus	
JOB	17	1	164338	Jó nada mais espera desta vida	
JOB	18	1	164485	Bildade descreve a sorte do perverso	
JOB	20	1	164924	Zofar descreve as calamidades dos perversos	
JOB	21	1	165165	Jó descreve a prosperidade dos perversos	
JOB	22	1	165461	Elifaz acusa a Jó de grandes pecados	
JOB	23	1	165717	Jó deseja apresentar-se perante Deus	
JOB	26	1	166160	Jó afirma a soberania de Deus	
JOB	27	1	166281	Jó descreve a sorte dos perversos	
JOB	30	1	166925	Jó lamenta a miséria em que caiu	
JOB	31	1	167196	Jó declara sua integridade	
JOB	32	1	167581	Eliú irado contra Jó e seus três amigos	
JOB	33	1	167778	Eliú repreende a Jó	
JOB	34	1	168066	Eliú justifica a Deus	
JOB	36	24	168726	Eliú exalta a majestade de Deus	
JOB	38	1	169024	O Senhor convence a Jó de ignorância	
JOB	40	3	169638	A resposta humilde de Jó	
JOB	42	1	170123	A confissão de Jó	
JOB	42	7	170165	Deus repreende os três amigos de Jó	
JOB	42	10	170252	Deus restaura a prosperidade de Jó	
JOL	2	12	267885	A misericórdia do Senhor	
JOL	2	28	268106	Promessa do derramamento do Espírito	
JOL	3	1	268191	Os juízos de Deus sobre as nações inimigas	
JOL	3	18	268396	A restauração de Israel	
JON	1	1	270719	A vocação de Jonas, a sua fuga e o seu castigo	
JON	2	1	270944	A oração de Jonas no ventre do peixe	
JON	3	1	271061	Jonas prega em Nínive	
JON	3	5	271099	O arrependimento dos ninivitas	
JON	4	1	271169	O descontentamento de Jonas	
JON	4	6	271246	A lição do Senhor	
JON	4	1	271351	Miqueias	
JON	4	1	271359	Ameaças contra Israel e Judá	
JON	4	1	271578	Ai dos opressores gananciosos	
JON	4	6	271630	Contra os falsos profetas	
JON	4	12	271711	O Senhor congrega o restante de Israel	
JON	4	1	271900	O anúncio do chamamento dos gentios	Isaías 2.1-4
JON	4	2	272105	O nascimento do Messias e o seu reinado	
JON	4	1	272284	Deus e seu povo em juízo	
JON	4	9	272387	A injustiça terá seu castigo	
JON	4	1	272494	A corrupção moral de Israel	
JON	4	8	272568	O Senhor se compadece de Israel	
JOS	1	1	70650	Deus fala a Josué e anima-o	
JOS	1	10	70736	Preparação para atravessar o Jordão	
JOS	2	1	70873	Espias mandados a Jericó. Raabe	
JOS	3	1	71197	A passagem do Jordão	
JOS	4	1	71430	As doze pedras tiradas do meio do Jordão	
JOS	5	1	71748	A circuncisão dos filhos de Israel	
JOS	5	10	71923	Celebra-se a Páscoa	
JOS	5	13	71953	Deus aparece a Josué	
JOS	6	1	72036	A destruição de Jericó	
JOS	6	22	72325	Raabe é salva	
JOS	7	1	72444	Os israelitas derrotados em Ai. Acã	
JOS	8	1	72800	Ai é destruída	
JOS	8	30	73136	Renovação da aliança	
JOS	9	1	73251	O estratagema dos gibeonitas	
JOS	10	1	73573	Gibeão sitiada por cinco reis	
JOS	10	6	73643	Josué socorre a Gibeão	
JOS	10	12	73740	O sol e a lua são detidos	
JOS	10	16	73778	Josué prende os cinco reis e mata-os	
JOS	10	28	73931	Josué vence mais sete reis	
JOS	11	1	74120	Outras vitórias de Josué	
JOS	12	1	74428	Os reis vencidos por Moisés	
JOS	12	7	74537	Os reis vencidos por Josué	
JOS	13	1	74676	As terras ainda não conquistadas	
JOS	14	1	75068	A terra de Canaã distribuída por sorte	
JOS	14	6	75112	Josué dá Hebrom a Calebe	
JOS	15	13	75422	Calebe conquista Hebrom	Juízes 1.11-15
JOS	15	20	75527	As cidades de Judá	
JOS	16	1	75788	A herança de Efraim	
JOS	17	1	75907	A herança da meia tribo de Manassés	
JOS	18	1	76177	O resto da terra dividido em sete partes	
JOS	18	11	76308	A herança de Benjamim	
JOS	18	21	76426	As cidades de Benjamim	
JOS	19	1	76519	A herança de Simeão	
JOS	19	10	76583	A herança de Zebulom	
JOS	19	17	76672	A herança de Issacar	
JOS	19	24	76718	A herança de Aser	
JOS	19	32	76815	A herança de Naftali	
JOS	19	40	76881	A herança de Dã	
JOS	19	49	76937	A herança de Josué	
JOS	20	1	77014	Estabelecem-se as cidades de refúgio	
JOS	21	1	77167	As cidades dos levitas	
JOS	22	10	77760	O altar junto ao Jordão	
JOS	24	1	78424	Josué despede-se do povo	
JOS	24	14	78597	Renovação da aliança	
JOS	24	26	78770	A pedra-testemunha	
JOS	24	29	78802	A morte de Josué e de Eleazar	Juízes 2.6-9
JUD	1	1	366710	Prefácio e saudação	
JUD	1	3	366730	É dever cristão pelejar pela fé	
