livro	capitulo	versiculo	linha_txt	titulo_ara	referencias
MAT	21	1	287021	A entrada triunfal de Jesus em Jerusalém	Marcos 11.1-11; Lucas 19.28-40; João 12.12-15                                    (Mc 11.1-11; Lc 19.28-40; Jo 12.12-19)
MAT	21	12	287150	A purificação do templo	Marcos 11.15-17; Lucas 19.45-46                                                  (Mc 11.15-19; Lc 19.45-48)
MAT	21	14	287180	Jesus efetua curas no templo	
MAT	21	18	287224	A figueira sem fruto	Marcos 11.12-14,20-24                                                             (Mc 11.20-25)
MAT	21	23	287311	A autoridade de Jesus e o batismo de João	Marcos 11.27-33; Lucas 20.1-8                                                   (Mc 11.27-33; Lc 20.1-8)
MAT	21	28	287373	A parábola dos dois filhos	
MAT	21	33	287423	A parábola dos lavradores maus	Marcos 12.1-12; Lucas 20.9-19                                                   (Mc 12.1-12; Lc 20.9-19)
MAT	22	1	287576	A parábola das bodas	
MAT	22	15	287729	A questão do tributo	Marcos 12.13-17; Lucas 20.20-26                                                 (Mc 12.13-17; Lc 20.20-26)
MAT	22	23	287826	Os saduceus e a ressurreição	Marcos 12.18-27; Lucas 20.27-40                                                 (Mc 12.18-27; Lc 20.27-40)
MAT	22	34	287906	O grande mandamento	Marcos 12.28-31                                                               (Mc 12.28-34)
MAT	22	41	287983	O Cristo, Filho de Davi	Marcos 12.35-37; Lucas 20.41-44                                                  (Mc 12.35-37; Lc 20.41-44)
MAT	23	13	288156	Várias advertências de Jesus	
MAT	23	37	288401	O lamento sobre Jerusalém	Lucas 13.34-35
MAT	24	1	288482	O sermão profético	A destruição do templo                                                              (Mc 13.1-31; Lc 21.5-37); Marcos 13.1-2; Lucas 21.5-6
MAT	24	3	288506	O princípio das dores	Marcos 13.3-13; Lucas 21.7-19
MAT	24	15	288643	A grande tribulação	Marcos 13.14-23; Lucas 21.20-23
MAT	24	29	288747	A vinda do Filho do Homem	Marcos 13.24-27; Lucas 21.25-28
MAT	24	45	288961	A parábola do bom servo e do mau	Lucas 12.42-46
MAT	25	1	289019	A parábola das dez virgens	
MAT	25	14	289142	A parábola dos talentos	
MAT	25	31	289313	O grande julgamento	
MAT	26	1	289484	O plano para tirar a vida de Jesus	Marcos 14.1-2; Lucas 22.1-2; João 11.45-53
MAT	26	6	289520	Jesus ungido em Betânia	Marcos 14.3-9; João 12.1-8                                                       (Mc 14.3-9; Jo 12.1-8)
MAT	26	14	289621	O pacto da traição	Marcos 14.10-11; Lucas 22.3-6
MAT	26	17	289645	Os discípulos preparam a Páscoa	Marcos 14.12-16; Lucas 22.7-13                                                (Mc 14.12-26; Lc 22.7-23; Jo 13.18-30)
MAT	26	20	289675	O traidor é indicado	Marcos 14.17-21; Lucas 22.21-23; João 13.21-30
MAT	26	26	289766	A Ceia do Senhor	Marcos 14.22-26; Lucas 22.14-20;  1 Coríntios 11.23-25
MAT	26	31	289814	Pedro é avisado	Marcos 14.27-31; Lucas 22.31-34; João 13.36-38                                       (Mc 14.27-31; Lc 22.31-34; Jo 13.36-38)
MAT	26	36	289860	Jesus no Getsêmani	Marcos 14.32-42; Lucas 22.39-46                                                    (Mc 14.32-42; Lc 22.39-46)
MAT	26	47	289987	Jesus é preso	Marcos 14.43-50; Lucas 22.47-53; João 18.2-11                                    (Mc 14.43-50; Lc 22.47-53; Jo 18.1-11)
MAT	26	57	290122	Jesus perante o Sinédrio	Marcos 14.53-65; Lucas 22.63-71; João 18.12-14,19-24
MAT	26	69	290251	Pedro nega a Jesus	Marcos 14.66-72; Lucas 22.55-62; João 18.15-18,25-27                                  (Mc 14.66-72; Lc 22.54-62; Jo 18.15-18,25-27)
MAT	27	1	290311	Jesus entregue a Pilatos	Marcos 15.1; Lucas 23.1-2; João 18.28-32
MAT	27	3	290331	O suicídio de Judas	
MAT	27	11	290436	Jesus perante Pilatos	Marcos 15.1-15; Lucas 23.1-5,13-25; João 18.33—19.16
MAT	27	27	290593	Jesus entregue aos soldados	Marcos 15.16-20; João 19.2-3                                                              (Mc 15.16-20)
MAT	27	32	290641	Simão leva a cruz do Senhor	Marcos 15.21; Lucas 23.26                                                 (Mc 15.21-32; Lc 23.26-43; Jo 19.16-27)
MAT	27	33	290653	A crucificação	Marcos 15.22-32; Lucas 23.32-43; João 19.17-24
MAT	27	45	290776	A morte de Jesus	Marcos 15.33-41; Lucas 23.44-49; João 19.28-30                                     (Mc 15.33-41; Lc 23.44-49; Jo 19.28-30)
MAT	27	57	290901	O sepultamento de Jesus	Marcos 15.42-47; Lucas 23.50-56; João 19.38-42                                   (Mc 15.42-47; Lc 23.50-56; Jo 19.38-42)
MAT	27	62	290939	A guarda do sepulcro	
MAT	28	11	291140	Os judeus subornam os guardas	
MAT	28	16	291192	Jesus aparece aos discípulos na Galileia	
MAT	28	18	291208	A Grande Comissão	Marcos 16.15-18; Lucas 24.44-49
MRK	1	2	291326	João Batista	Mateus 3.1-6; Lucas 3.1-6
MRK	1	7	291384	João dá testemunho de Jesus	Mateus 3.11-12; Lucas 3.15-17; João 1.19-28
MRK	1	9	291414	O batismo de Jesus	Mateus 3.13-17; Lucas 3.21-22; João 1.32-34                                                (Mt 3.13–4.11; Lc 3.21,22; 4.1-13)
MRK	1	12	291438	A tentação de Jesus	Mateus 4.1-11; Lucas 4.1-13
MRK	1	14	291456	Jesus volta para a Galileia	Mateus 4.12-17; Lucas 4.14-15                                                (Mt 4.12-22; Lc 4.14,15;  5.1-11; Jo 1.35-42)
MRK	1	16	291505	A vocação de discípulos	Mateus 4.18-22; Lucas 5.1-11
MRK	1	21	291547	A cura de um endemoninhado em Cafarnaum	Lucas 4.31-37                                                                    (Lc 4.31-37)
MRK	1	29	291609	A cura da sogra de Pedro	Mateus 8.14-15; Lucas 4.38-39                                                      (Mt 8.14-17; Lc 4.38-41)
MRK	1	32	291670	Muitas outras curas	Mateus 8.16-17; Lucas 4.40-41
MRK	1	35	291698	Jesus se retira para orar	Lucas 4.42-44                                                                   (Lc 4.42-44)
MRK	1	40	291744	A cura de um leproso	Mateus 8.1-4; Lucas 5.12-16                                                        (Mt 8.1-4; Lc 5.12-16)
MRK	2	1	291841	A cura de um paralítico em Cafarnaum	Mateus 9.1-8; Lucas 5.17-26                                                       (Mt 9.1-8; Lc 5.17-26)
MRK	2	13	291951	A vocação de Levi	Mateus 9.9; Lucas 5.27-28                                                      (Mt 9.9-13; Lc 5.27-32)
MRK	2	15	292002	Jesus come com pecadores	Mateus 9.10-13; Lucas 5.29-32
MRK	2	18	292044	Do jejum	Mateus 9.14-17; Lucas 5.33-39                                                     (Mt 9.14-17; Lc 5.33-39)
MRK	2	23	292100	Jesus é senhor do sábado	Mateus 12.1-8; Lucas 6.1-5                                                       (Mt 12.1-14; Lc 6.1-11)
MRK	3	1	292187	O homem da mão ressequida	Mateus 12.9-14; Lucas 6.6-11
MRK	3	7	292253	Jesus se retira. A cura de muitos à beira-mar	
MRK	3	13	292344	A escolha dos doze apóstolos. Os seus nomes	Mateus 10.1-4; Lucas 6.12-16                                                            (Lc 6.12-16)
MRK	3	20	292390	A blasfêmia dos escribas	Mateus 12.22-32; Lucas 11.14-23                                                   (Mt 12.22-32; Lc 11.14-23)
MRK	3	31	292515	A família de Jesus	Mateus 12.46-50; Lucas 8.19-21                                                  (Mt 12.46-50; Lc 8.19-21)
MRK	4	1	292557	A parábola do semeador	Mateus 13.1-9; Lucas 8.4-8                                                    (Mt 13.1-23; Lc 8.1-15)
MRK	4	10	292672	A explicação da parábola	Mateus 13.10-23; Lucas 8.9-15
MRK	4	21	292776	A parábola da candeia	Lucas 8.16-18                                                                   (Lc 8.16-18)
MRK	4	26	292853	A parábola da semente	
MRK	4	30	292889	A parábola do grão de mostarda	Mateus 13.31-32; Lucas 13.18-19                                                   (Mt 13.31-35; Lc 13.18-21)
MRK	4	33	292921	Por que Jesus falou por parábolas	Mateus 13.34-35
MRK	4	35	292953	Jesus acalma uma tempestade	Mateus 8.23-27; Lucas 8.22-25                                                     (Mt 8.23-27; Lc 8.22-25)
MRK	5	1	293044	A cura do endemoninhado geraseno	Mateus 8.28-33; Lucas 8.26-34                                                   (Mt 8.28-34; Lc 8.26-39)
MRK	5	15	293189	Os gerasenos rejeitam a Jesus	Mateus 8.34; Lucas 8.35-39
MRK	5	21	293263	O pedido de Jairo	Mateus 9.18-19; Lucas 8.40-42                                                         (Mt 9.18-26; Lc 8.40-56)
MRK	5	25	293297	A cura de uma mulher enferma	Mateus 9.20-22; Lucas 8.43-48
MRK	5	35	293416	A ressurreição da filha de Jairo	Mateus 9.23-26; Lucas 8.49-56
MRK	6	1	293553	Jesus prega em Nazaré. É rejeitado pelos seus	Mateus 13.53-58; Lucas 4.16-30                                                         (Mt 13.53-58)
MRK	6	7	293617	As instruções para os doze	Mateus 10.5-15; Lucas 9.1-6                                                     (Mt 10.1,5-14; Lc 9.1-6)
MRK	6	14	293716	A morte de João Batista	Mateus 14.1-12; Lucas 9.7-9                                                         (Mt 14.1-12)
MRK	6	30	293899	A primeira multiplicação de pães e peixes	Mateus 14.13-21; Lucas 9.10-17; João 6.1-14                                      (Mt 14.13-21; Lc 9.10-17; Jo 6.1-15)
MRK	6	45	294078	Jesus anda por sobre o mar	Mateus 14.22-33; João 6.16-21                                                     (Mt 14.22-36; Jo 6.16-24)
MRK	6	53	294138	Jesus em Genesaré	Mateus 14.34-36
MRK	7	24	294438	A mulher siro-fenícia	Mateus 15.21-28                                                                (Mt 15.21-28)
MRK	7	31	294506	A cura de um surdo e gago	
MRK	8	1	294611	A segunda multiplicação de pães e peixes	Mateus 15.32-39                                                               (Mt 15.29-39)
MRK	8	11	294732	Os fariseus pedem um sinal do céu	Mateus 16.1-4                                                                 (Mt 16.1-4)
MRK	8	14	294766	O fermento dos fariseus e o de Herodes	Mateus 16.5-12                                                               (Mt 16.5-12)
MRK	8	22	294832	A cura de um cego em Betsaida	
MRK	8	27	294913	A confissão de Pedro	Mateus 16.13-20; Lucas 9.18-21                                                    (Mt 16.13-20; Lc 9.18-21)
MRK	8	31	294953	Jesus prediz a sua morte e ressurreição	Mateus 16.21-23; Lucas 9.22                                                      (Mt 16.21-28; Lc 9.22-27)
MRK	9	2	295100	A transfiguração	Mateus 17.1-8; Lucas 9.28-36                                                      (Mt 17.1-13; Lc 9.28-36)
MRK	9	9	295158	A vinda de Elias	Mateus 17.9-13
MRK	9	14	295208	A cura de um jovem possesso	Mateus 17.14-21; Lucas 9.37-43                                                     (Mt 17.14-23; Lc 9.37-45)
MRK	9	33	295448	O maior no reino dos céus	Mateus 18.1-5; Lucas 9.46-48                                                       (Mt 18.1-5; Lc 9.46-48)
MRK	9	38	295490	Jesus ensina a tolerância e a caridade	Lucas 9.49-50                                                                   (Lc 9.49,50)
MRK	9	42	295524	Os tropeços	Mateus 18.6-9; Lucas 17.1-2                                                             (Mt 18.6-9)
MRK	9	49	295613	Os discípulos, o sal da terra	Mateus 5.13; Lucas 14.34-35
MRK	10	1	295637	Jesus atravessa o Jordão	Mateus 19.1-2                                                                      (Mt 19.1-12)
MRK	10	2	295659	A questão do divórcio	Mateus 19.3-12; Lucas 16.18
MRK	10	13	295768	Jesus abençoa as crianças	Mateus 19.13-15; Lucas 18.15-17                                                   (Mt 19.13-15; Lc 18.15-17)
MRK	10	17	295806	O jovem rico	Mateus 19.16-22; Lucas 18.18-23                                                   (Mt 19.16-30; Lc 18.18-30)
MRK	10	23	295860	O perigo das riquezas	Mateus 19.23-30; Lucas 18.24-30
MRK	10	35	296015	O pedido de Tiago e João	Mateus 20.20-28                                                               (Mt 20.20-28)
MRK	10	46	296152	A cura do cego de Jericó	Mateus 20.29-34; Lucas 18.35-43                                                 (Mt 20.29-34; Lc 18.35-43)
MRK	11	1	296261	A entrada triunfal de Jesus em Jerusalém	Mateus 21.1-17; Lucas 19.28-40; João 12.12-19                                       (Mt 21.1-11; Lc 19.28-40; Jo 12.12-19)
MRK	11	12	296355	A figueira sem fruto	Mateus 21.18-22                                                          (Mt 21.12-17; Lc 19.45-48)
MRK	11	15	296383	A purificação do templo	Mateus 21.12-17; Lucas 19.45-48
MRK	11	20	296470	O poder da fé	
MRK	11	27	296522	A autoridade de Jesus e o batismo de João	Mateus 21.23-27; Lucas 20.1-8                                                     (Mt 21.23-27; Lc 20.1-8)
MRK	12	1	296629	A parábola dos lavradores maus	Mateus 21.33-46; Lucas 20.9-19                                                 (Mt 21.33-46; Lc 20.9-19)
MRK	12	13	296772	A questão do tributo	Mateus 22.15-22; Lucas 20.19-26                                                (Mt 22.15-22; Lc 20.20-26)
MRK	12	18	296846	Os saduceus e a ressurreição	Mateus 22.23-33; Lucas 20.27-40                                                (Mt 22.23-33; Lc 20.27-40)
MRK	12	28	296959	O grande mandamento	Mateus 22.34-40; Lucas 10.25-28                                                           (Mt 22.34-40)
MRK	12	35	297033	O Cristo, filho de Davi	Mateus 22.41-46; Lucas 20.41-44                                                    (Mt 22.41-46; Lc 20.41-44)
MRK	12	38	297065	Jesus censura os escribas	Mateus 23.1-7,14; Lucas 20.45-47
MRK	12	41	297126	A oferta da viúva pobre	Lucas 21.1-4                                                                    (Lc 21.1-4)
MRK	13	1	297178	O sermão profético	A destruição do templo                                                            (Mt 24.1-35; Lc 21.5-37); Mateus 24.1-2; Lucas 21.5-6
MRK	13	3	297210	O princípio das dores	Mateus 24.3-14; Lucas 21.7-19
MRK	13	14	297339	A grande tribulação	Mateus 24.15-28; Lucas 21.20-24
MRK	13	24	297419	A vinda do Filho do Homem	Mateus 24.29-31; Lucas 21.25-28
MRK	14	1	297572	O plano para tirar a vida de Jesus	Mateus 26.1-5; Lucas 22.1-2                                                          (Mt 26.6-13; Jo 12.1-8)
MRK	14	3	297629	Jesus ungido em Betânia	Mateus 26.6-13; João 12.1-8
MRK	14	10	297707	O pacto da traição	Mateus 26.14-16; Lucas 22.3-6
MRK	14	12	297729	Os discípulos preparam a Páscoa	Mateus 26.17-19; Lucas 22.7-13                                                (Mt 26.17-30; Lc 22.7-23; Jo 13.18-30)
MRK	14	17	297816	O traidor é indicado	Mateus 26.20-25
MRK	14	22	297864	A Ceia do Senhor	Mateus 26.26-30; Lucas 22.19-23;  1 Coríntios 11.23-25
MRK	14	27	297906	Pedro é avisado	Mateus 26.31-35; Lucas 22.31-34; João 13.36-38                                         (Mt 26.31-35; Lc 22.31-34; Jo 13.36-38)
MRK	14	32	297979	Jesus no Getsêmani	Mateus 26.36-46; Lucas 22.39-46                                                  (Mt 26.36-46; Lc 22.39-46)
MRK	14	43	298075	Jesus é preso	Mateus 26.47-56; Lucas 22.47-53; João 18.1-11                                     (Mt 26.47-56; Lc 22.47-53; Jo 18.1-11)
MRK	14	51	298176	Jesus seguido por um jovem	
MRK	14	53	298190	Jesus perante o Sinédrio	Mateus 26.57-68; Lucas 22.63-71
MRK	14	66	298335	Pedro nega a Jesus	Mateus 26.69-75; Lucas 22.54-62; João 18.15-18,25-27                               (Mt 26.69-75; Lc 22.54-62; Jo 18.15-18,25-27)
MRK	15	1	298399	Jesus perante Pilatos	Mateus 27.1-2,11-26; Lucas 23.1-7,13-25; João 18.28—19.16
MRK	15	16	298534	Jesus entregue aos soldados	Mateus 27.27-31                                                                (Mt 27.27-31)
MRK	15	21	298578	Simão leva a cruz de Jesus	Mateus 27.32; Lucas 23.26                                              (Mt 27.32-44; Lc 23.26-43; Jo 19.16-27)
MRK	15	22	298623	A crucificação	Mateus 27.33-44; Lucas 23.33-43; João 19.17-24
MRK	15	33	298705	A morte de Jesus	Mateus 27.45-56; Lucas 23.44-49; João 19.28-30                                      (Mt 27.45-56; Lc 23.44-49; Jo 19.28-30)
MRK	15	42	298812	O sepultamento de Jesus	Mateus 27.57-61; Lucas 23.50-56; João 19.38-42                                      (Mt 27.57-61; Lc 23.50-56; Jo 19.38-42)
MRK	16	1	298868	A ressurreição de Jesus	Mateus 28.1-10; Lucas 24.1-12; João 20.1-10                                         (Mt 28.1-10; Lc 24.1-12; Jo 20.1-9)
MRK	16	10	298971	Jesus aparece a Maria Madalena	João 20.11-18
MRK	16	14	299023	A ordem para a evangelização	
MRK	16	19	299069	A ascensão de Jesus	Lucas 24.50-53; Atos 1.6-11
NAM	1	1	272766	A ira e a misericórdia de Deus	
NAM	2	1	272945	O cerco e a tomada de Nínive	
NAM	3	1	273092	A ruína completa de Nínive	
NEH	1	1	153077	Neemias ora por Jerusalém	
NEH	2	1	153256	Neemias mandado a Jerusalém	
NEH	2	11	153380	Neemias anima o povo a reedificar os muros	
NEH	3	1	153555	Os que trabalharam na reedificação dos muros	
NEH	4	1	154022	A defesa contra os adversários	
NEH	5	1	154342	Medidas contra a usura	
NEH	5	13	154515	O bom exemplo de Neemias	
NEH	6	1	154662	Os inimigos conspiram para intimidar Neemias	
NEH	6	15	154845	Terminada a reconstrução do muro	
NEH	7	70	155529	Contribuições para o templo	
NEH	8	1	155585	Esdras lê a Lei diante do povo	
NEH	8	13	155774	A Festa dos Tabernáculos	
NEH	9	1	155895	Arrependimento e confissão de pecados	
NEH	9	38	156420	A aliança do povo sobre guardar a Lei	
NEH	11	1	156792	Relação dos que habitaram em Jerusalém	
NEH	11	25	157128	Os residentes nas aldeias	
NEH	12	1	157241	Os sacerdotes que vieram para Jerusalém	
NEH	12	27	157458	A dedicação dos muros	
NEH	13	1	157774	Os estrangeiros separados de Israel	
NEH	13	4	157808	Tobias expulso do templo	
NEH	13	23	158122	Condenação do casamento misto	
NEH	13	30	158220	As reformas de Neemias	
NUM	1	1	42746	Deus manda Moisés levantar o censo de Israel	
NUM	1	47	43190	Os levitas não são contados	
NUM	2	1	43303	A ordem das tribos no acampamento	
NUM	3	1	43679	Número e ofício dos levitas	
NUM	3	40	44120	O resgate dos primogênitos	
NUM	4	1	44253	Deveres dos coatitas	
NUM	4	21	44458	Deveres dos gersonitas	
NUM	4	29	44555	Deveres dos filhos de Merari	
NUM	4	34	44601	Número dos coatitas	
NUM	4	38	44641	Número dos filhos de Gérson	
NUM	4	42	44722	Número dos filhos de Merari	
NUM	4	46	44772	Número de todos os levitas	
NUM	5	1	44818	O leproso e o imundo são lançados fora do arraial	
NUM	5	5	44856	A lei da restituição	
NUM	5	11	44945	A prova da mulher suspeita de adultério	
NUM	6	1	45257	A lei do nazireado	
NUM	6	22	45518	A bênção sacerdotal	
NUM	7	1	45585	As ofertas dos príncipes na dedicação do altar	
NUM	8	1	46607	As sete lâmpadas do santuário	
NUM	8	5	46637	A consagração dos levitas	
NUM	9	1	46872	A celebração da Páscoa	
NUM	9	15	47092	A nuvem sobre o tabernáculo	Êxodo 40.34-38
NUM	10	1	47202	As duas trombetas de prata	
NUM	10	11	47331	Os israelitas partem do Sinai	
NUM	11	1	47601	As murmurações dos israelitas	
NUM	11	10	47685	Moisés acha pesado o seu cargo	
NUM	11	16	47796	Deus designa setenta anciãos para ajudarem Moisés	
NUM	11	31	47983	Deus manda codornizes	
NUM	12	1	48090	A sedição de Miriã e Arão	
NUM	14	1	48615	Sedição do povo	
NUM	14	13	48768	Moisés intercede pelo povo	
NUM	14	20	48834	O castigo dado por Deus	Deuteronômio 1.34-40
NUM	14	39	49102	O povo derrotado em Horma	Deuteronômio 1.41-46
NUM	15	1	49184	Leis a respeito de ofertas	
NUM	15	22	49436	Os sacrifícios pelos pecados por ignorância	Levítico 4.13-21
NUM	15	32	49550	Castigo pela violação do sábado	
NUM	15	37	49627	A lei acerca das borlas das vestes	Deuteronômio 22.12
NUM	16	1	49697	A rebelião de Corá, Datã e Abirão	
NUM	16	20	49973	Os rebeldes castigados	
NUM	16	41	50190	Novo tumulto e seu castigo	
NUM	17	1	50323	O bordão de Arão floresce	
NUM	18	1	50484	Deveres e direitos dos sacerdotes	
NUM	18	21	50787	Os dízimos e os levitas	
NUM	19	1	50944	A água purificadora	
NUM	20	1	51250	A morte de Miriã	
NUM	20	2	51260	Moisés fere a rocha em Meribá	
NUM	20	14	51391	Moisés solicita passagem por Edom	
NUM	20	22	51496	A morte de Arão	Números 33.38,39
NUM	21	1	51570	Derrota do rei de Arade	
NUM	21	4	51596	A serpente de bronze	
NUM	21	10	51695	Jornadas dos israelitas	
NUM	21	21	51810	Vitória sobre Seom, rei de Hesbom	Deuteronômio 2.26-37
NUM	21	31	51916	Vitória sobre Ogue, rei de Basã	Deuteronômio 3.1-11
NUM	22	1	52007	Balaque envia mensageiros a Balaão	
NUM	22	21	52236	O Anjo do SENHOR e a jumenta de Balaão	
NUM	23	1	52518	Balaão abençoa a Israel pela primeira vez	
NUM	23	13	52649	Balaão abençoa a Israel pela segunda vez	
NUM	24	15	53011	A profecia de Balaão. A estrela de Jacó	
NUM	25	1	53148	A adoração a Baal-Peor e o zelo de Fineias	
NUM	26	1	53353	O censo de todos os israelitas	
NUM	26	52	53894	A lei acerca da divisão da terra	
NUM	26	57	53932	O censo dos levitas	
NUM	27	12	54192	Deus prediz a morte de Moisés	Deuteronômio 3.23-29
NUM	28	1	54351	Ofertas contínuas	Êxodo 29.38-42
NUM	29	1	54693	Ofertas nas outras festas solenes	
NUM	30	1	55150	Acerca de votos	Deuteronômio 23.21-23
NUM	31	1	55377	A vitória sobre os midianitas	
NUM	31	13	55524	O tratamento dos cativos	
NUM	31	25	55644	A divisão da presa	
NUM	31	48	55894	A oferta voluntária dos capitães	
NUM	32	33	56385	Distribuição da Transjordânia	Deuteronômio 3.12-17
NUM	33	1	56467	Os acampamentos desde o Egito	
NUM	33	38	56775	A morte de Arão	Números 20.22-29
NUM	33	50	56894	Deus manda lançar fora os moradores de Canaã	
NUM	34	1	56960	Os confins da terra	
NUM	35	1	57252	As cidades dos levitas	
NUM	35	9	57379	Seis cidades de refúgio	Deuteronômio 4.41-43; 19.1-3
NUM	35	16	57451	Execução do homicida	Deuteronômio 19.11-13
NUM	36	1	57747	Casamento de herdeiras	
OBA	1	1	270397	Os pecados e o castigo de Edom	Jeremias 49.14-16
OBA	1	15	270604	A restauração e felicidade de Israel	
PHM	1	1	357480	Prefácio e saudação	
PHM	1	4	357502	Ação de graças	
PHM	1	8	357532	Paulo intercede em favor de Onésimo	
PHP	1	1	350435	Prefácio e saudação	
PHP	1	12	350531	A situação do apóstolo contribui para o progresso do	
PHP	1	27	350696	A unidade cristã na luta	
PHP	2	1	350787	Exortação ao amor fraternal e à humildade	
PHP	2	12	350885	O desenvolvimento da salvação	
PHP	2	19	350978	Paulo e seus companheiros Timóteo e Epafrodito	
PHP	3	1	351117	A exortação referente à alegria cristã	
PHP	3	2	351127	O aviso contra os falsos mestres	
PHP	3	12	351223	A soberana vocação	
PHP	3	17	351304	Os inimigos da cruz de Cristo	
PHP	4	8	351465	O em que pensar	
PHP	4	10	351489	A gratidão de Paulo para com os filipenses	
PHP	4	21	351622	Saudações e bênção	
PRO	1	1	193984	Uso dos provérbios	
PRO	1	8	194040	Contra as seduções dos pecadores	
PRO	1	20	194161	Clama a Sabedoria	
PRO	2	1	194308	A excelência da sabedoria	
PRO	4	1	194765	Exortação paternal	
PRO	5	1	194980	Advertência contra a lascívia	
PRO	6	1	195163	Advertência contra o servir de fiador	
PRO	6	6	195230	Advertência contra a preguiça	
PRO	6	12	195276	Advertência contra a maldade	
PRO	6	20	195330	Advertência contra a mulher adúltera	
PRO	7	1	195477	Mais advertências contra a mulher adúltera	
PRO	8	1	195711	A excelência da Sabedoria	
PRO	8	22	195882	A eternidade da Sabedoria	
PRO	9	1	196019	O banquete da Sabedoria	
PRO	9	13	196093	O convite da mulher-loucura	
PRO	10	1	196176	O justo em contraste com o perverso	
PRO	22	17	199288	Preceitos e admoestações dos sábios	
PRO	24	23	199914	Mais alguns provérbios dos sábios	
PRO	25	1	200041	Símiles e lições morais	
PRO	28	1	200731	Provérbios antitéticos	
PRO	30	1	201210	As palavras de Agur	
PRO	31	1	201514	Conselhos para o rei Lemuel	
PRO	31	11	201605	O louvor da mulher virtuosa	
PSA	1	1	170379	Os justos e os ímpios	
PSA	2	1	170425	O reinado do Ungido de Deus	
PSA	3	2	170558	Salmo de Davi quando fugia de Absalão, seu filho	
PSA	4	1	170626	Confiança em Deus, na angústia	
PSA	5	1	170733	Proteção contra os ímpios	
PSA	9	2	171268	Ações de graças	
PSA	10	2	171451	A derrubada dos ímpios	
PSA	11	1	171622	O Senhor é forte refúgio	
PSA	11	1	171626	Ao mestre de canto. Salmo de Davi	
PSA	12	1	171711	Auxílio contra a falsidade	
PSA	13	1	171783	Oração de fé	
PSA	13	1	171787	Ao mestre de canto. Salmo de  Davi	
PSA	14	1	171882	Ao mestre de canto. Salmo de Davi	
PSA	15	2	171944	O cidadão dos céus	
PSA	15	2	171948	Salmo de Davi	
PSA	16	1	172029	O Santo de Deus	
PSA	16	1	172033	Hino de Davi	
PSA	16	6	172071	O  SENHOR  é  a  porção  da  minha  herança  e  o  meu	
PSA	17	1	172123	Súplica pela proteção divina	
PSA	17	1	172127	Oração de Davi	
PSA	18	1	172276	Vitória e domínio	
PSA	19	1	172733	Ao mestre de canto. Salmo de Davi	
PSA	20	1	172872	Oração a favor do rei	
PSA	20	1	172876	Ao mestre de canto. Salmo de Davi	
PSA	21	1	172983	Ações de graças pela vitória	
PSA	21	1	172987	Ao mestre de canto. Salmo de Davi	
PSA	22	1	173106	Sofrimento e vitória do Messias	
PSA	23	1	173365	O Senhor é o meu pastor	
PSA	23	1	173369	Salmo de Davi	
PSA	24	1	173448	A vinda do Rei da Glória	
PSA	24	1	173452	Salmo de Davi	
PSA	25	1	173520	Oração por auxílio divino	
PSA	25	1	173524	De Davi	
PSA	26	1	173752	Apelo do justo	
PSA	26	1	173756	Salmo de Davi	
PSA	27	1	173836	Anelo pela presença de Deus	
PSA	27	1	173840	Salmo de Davi	
PSA	28	1	173981	Súplica e ações de graças	
PSA	28	1	173985	Salmo de Davi	
PSA	29	1	174096	A voz de Deus na tempestade	
PSA	29	1	174100	Salmo de Davi	
PSA	30	1	174209	Salmo de Davi. Cântico da dedicação da casa	
PSA	31	1	174305	Lamentos e louvor	
PSA	31	1	174309	Ao mestre de canto. Salmo de Davi	
PSA	32	1	174577	De Davi. Salmo didático	
PSA	33	1	174700	Louvor ao Criador e Preservador	
PSA	34	1	174879	Provai que o Senhor é bom!	
PSA	34	1	174883	Salmo de Davi, quando se fingiu amalucado na presença de	
PSA	34	1	174885	Abimeleque e, por este expulso, ele se foi	
PSA	35	1	175064	Castigo dos adversários	
PSA	35	1	175068	Salmo de Davi	
PSA	36	1	175358	Ao mestre de canto. De Davi, servo do Senhor	
PSA	37	1	175487	Salmo de Davi	
PSA	38	2	175823	Arrependimento do pecador	
PSA	38	2	175827	Salmo de Davi. Em memória	
PSA	39	1	176032	A vaidade da vida	
PSA	40	1	176199	Oração para livramento	
PSA	40	1	176203	Vs. 13-17: Salmo 70.1-5	
PSA	40	1	176207	Ao mestre de canto. Salmo de Davi	
PSA	41	1	176398	Ao mestre de canto. Salmo de Davi	
PSA	42	1	176537	A alma anela por Deus	
PSA	42	1	176541	Ao mestre de canto. Salmo didático dos filhos de Corá	
PSA	43	1	176682	Desejos pelo santuário	
PSA	44	1	176767	Apelo por auxílio divino	
PSA	45	1	177004	O Ungido de Deus e a sua noiva	
PSA	45	1	177014	Corá. Salmo didático. Cântico de amor	
PSA	46	1	177179	Deus é o nosso refúgio e fortaleza	
PSA	47	1	177296	Deus, o Rei da terra	
PSA	47	1	177300	Ao mestre de canto. Salmo dos filhos de Corá	
PSA	48	1	177364	A cidade de Deus	
PSA	48	1	177368	Cântico. Salmo dos filhos de Corá	
PSA	49	1	177505	A vaidade do homem	
PSA	49	1	177509	Ao mestre de canto. Salmo dos filhos de Corá	
PSA	50	1	177678	A essência do culto a Deus	
PSA	50	1	177682	Salmo de Asafe	
PSA	51	2	177912	Confissão e arrependimento	
